"node1"	"node2"	"edge"	"sig"
"506"	"Chaetothyriales"	"Pressure_high_Week2"	0.000565650027920927	0.0345053475419696
"507"	"Chaetothyriales"	"Pressure_high_Week3"	0.0584855579199749	0.026029363386231
"510"	"Chaetothyriales"	"Pressure_low_Week2"	0.0414775878749637	0.023878179608277
"511"	"Chaetothyriales"	"Pressure_low_Week3"	0.0587221644320173	0.0298432164653582
"512"	"Chaetothyriales"	"Pressure_low_Week4"	0.0640192700324372	0.0363577699232505
"515"	"Chaetothyriales"	"Shannon_diversity_plant_communities"	0.269844805081308	7.26758086394326e-06
"516"	"Chaetothyriales"	"Sodium"	0.184126630808443	0.000511182524952115
"519"	"Chaetothyriales"	"Sphingomonadales"	-0.08889237489634	0.0272433723728555
"520"	"Chaetothyriales"	"Temp_avg_Week1"	-0.172827037844715	0.00307744795575351
"521"	"Chaetothyriales"	"Temp_avg_Week2"	-0.322627899379161	5.96300792359468e-09
"522"	"Chaetothyriales"	"Temp_avg_Week3"	-0.200945150420934	0.00582822380041387
"525"	"Chaetothyriales"	"Temp_high_Week2"	-0.137006192283709	0.0344237719543429
"526"	"Chaetothyriales"	"Temp_high_Week3"	-0.106498887202542	0.0224314534274463
"527"	"Chaetothyriales"	"Temp_high_Week4"	-0.162527600216291	0.0261007708089182
"528"	"Chaetothyriales"	"Temp_low_Week1"	-0.0723435790307869	0.0209164711501097
"529"	"Chaetothyriales"	"Temp_low_Week2"	-0.262945731899415	1.16751314393629e-05
"530"	"Chaetothyriales"	"Temp_low_Week3"	-0.224738968251228	0.000394861113986189
"532"	"Chaetothyriales"	"Total_nitrogen"	0.1748922701933	0.0107148987637502
"543"	"Chaetothyriales"	"Windgust_Week2"	-0.151721234255431	0.0229006564147549
"545"	"Chaetothyriales"	"Windgust_Week4"	-0.0973925329631592	0.0290483995462977
"546"	"Chaetothyriales"	"Xylariales"	0.263216666766842	0.00027372200334883
"547"	"Dewpoint_avg_Week1"	"Aluminium"	-0.0275982226135553	0.0328068329042619
"548"	"Dewpoint_avg_Week1"	"Burkholderiales"	0.124866757600782	0.00830189707626883
"552"	"Dewpoint_avg_Week1"	"Chaetothyriales"	-0.158241815064431	0.00172481456555499
"553"	"Dewpoint_avg_Week1"	"Dewpoint_avg_Week1"	1	0
"554"	"Dewpoint_avg_Week1"	"Dewpoint_avg_Week2"	0.122389229936725	4.44220159960656e-11
"555"	"Dewpoint_avg_Week1"	"Dewpoint_avg_Week3"	0.382375737537532	1.94976349429862e-17
"556"	"Dewpoint_avg_Week1"	"Dewpoint_avg_Week4"	-0.0181494738044048	2.69460861577923e-07
"557"	"Dewpoint_avg_Week1"	"Dewpoint_high_Week1"	0.586850995333321	1.59269349594261e-26
"558"	"Dewpoint_avg_Week1"	"Dewpoint_high_Week2"	0.27511474339604	3.17453947944473e-15
"559"	"Dewpoint_avg_Week1"	"Dewpoint_high_Week3"	0.246631382827559	5.00451650828375e-09
"560"	"Dewpoint_avg_Week1"	"Dewpoint_high_Week4"	0.239655053109295	9.86361057017195e-13
"561"	"Dewpoint_avg_Week1"	"Dewpoint_low_Week1"	0.826993366675034	2.21451186963811e-73
"562"	"Dewpoint_avg_Week1"	"Dewpoint_low_Week2"	0.293804301069335	5.66301899014973e-17
"563"	"Dewpoint_avg_Week1"	"Dewpoint_low_Week3"	0.308658834016735	1.53419990455242e-12
"564"	"Dewpoint_avg_Week1"	"Dewpoint_low_Week4"	0.0143204038177588	6.16414877749386e-08
"566"	"Dewpoint_avg_Week1"	"Humidity_avg_Week1"	0.216488511205442	4.02632702650034e-05
"568"	"Dewpoint_avg_Week1"	"Humidity_avg_Week3"	0.0557391111294458	0.0150130721098592
"570"	"Dewpoint_avg_Week1"	"Humidity_high_Week1"	0.185654448170778	0.000405416860235083
"573"	"Dewpoint_avg_Week1"	"Humidity_high_Week4"	-0.0224233408335706	0.0321186499784089
"574"	"Dewpoint_avg_Week1"	"Humidity_low_Week1"	0.395552981303077	8.88367410117268e-11
"576"	"Dewpoint_avg_Week1"	"Humidity_low_Week3"	0.0729024769611215	0.0010721974345276
"580"	"Dewpoint_avg_Week1"	"Magnesium"	-0.0624538644132423	0.00538130422756891
"581"	"Dewpoint_avg_Week1"	"Manganese"	0.0620853139912474	0.0237687636181959
"584"	"Dewpoint_avg_Week1"	"PCoA1_plant_communities"	-0.253901216266764	0.000424790515608638
"587"	"Dewpoint_avg_Week1"	"pH"	0.0305930014588152	0.0367812058475512
"589"	"Dewpoint_avg_Week1"	"Plant_cover"	-0.23900757042715	0.001209193000621
"591"	"Dewpoint_avg_Week1"	"Potassium"	0.0330240153248599	0.0306892464369169
"592"	"Dewpoint_avg_Week1"	"Precipitation"	0.376031275475642	5.86674259758406e-06
"593"	"Dewpoint_avg_Week1"	"Precipitation.1"	0.0829322230249086	0.00144161260561237
"595"	"Dewpoint_avg_Week1"	"Precipitation.3"	-0.235402850302711	0.000194166719528356
"607"	"Dewpoint_avg_Week1"	"Sodium"	-0.046081989171237	0.0283602074070635
"611"	"Dewpoint_avg_Week1"	"Temp_avg_Week1"	0.690200611404949	3.33577028999004e-33
"612"	"Dewpoint_avg_Week1"	"Temp_avg_Week2"	0.229098642601452	1.18410174728396e-13
"613"	"Dewpoint_avg_Week1"	"Temp_avg_Week3"	0.460809997345778	1.17480878837802e-16
"615"	"Dewpoint_avg_Week1"	"Temp_high_Week1"	0.175094854725499	0.000269658702281879
"616"	"Dewpoint_avg_Week1"	"Temp_high_Week2"	0.36385667213525	1.01279129339979e-09
"617"	"Dewpoint_avg_Week1"	"Temp_high_Week3"	0.201358256470327	0.0111289858496949
"618"	"Dewpoint_avg_Week1"	"Temp_high_Week4"	0.425164354500935	4.13835062432213e-15
"619"	"Dewpoint_avg_Week1"	"Temp_low_Week1"	0.335788227630995	7.72642424101311e-08
"620"	"Dewpoint_avg_Week1"	"Temp_low_Week2"	0.412233195954387	1.09271423992371e-15
"621"	"Dewpoint_avg_Week1"	"Temp_low_Week3"	0.305127272311775	1.93568466533852e-07
"622"	"Dewpoint_avg_Week1"	"Temp_low_Week4"	0.185312290900603	2.86434479490653e-08
"627"	"Dewpoint_avg_Week1"	"Wind_high_Week3"	0.0852629248314195	0.0042292857497669
"639"	"Dewpoint_avg_Week2"	"Burkholderiales"	0.351718515271682	4.75592452761854e-06
"643"	"Dewpoint_avg_Week2"	"Chaetothyriales"	-0.173405334354503	0.000232628041607902
"644"	"Dewpoint_avg_Week2"	"Dewpoint_avg_Week1"	0.122389229936725	4.44220159960656e-11
"645"	"Dewpoint_avg_Week2"	"Dewpoint_avg_Week2"	1	0
"647"	"Dewpoint_avg_Week2"	"Dewpoint_avg_Week4"	0.441281107557257	6.28104947420629e-42
"648"	"Dewpoint_avg_Week2"	"Dewpoint_high_Week1"	0.526393304923978	3.48710494244145e-17
"649"	"Dewpoint_avg_Week2"	"Dewpoint_high_Week2"	0.348325485953262	2.44683522822702e-29
"651"	"Dewpoint_avg_Week2"	"Dewpoint_high_Week4"	0.566991659291811	2.41545630370329e-43
"652"	"Dewpoint_avg_Week2"	"Dewpoint_low_Week1"	0.37515938824523	3.61105192745079e-15
"653"	"Dewpoint_avg_Week2"	"Dewpoint_low_Week2"	0.804351339900924	5.48540622773976e-85
"655"	"Dewpoint_avg_Week2"	"Dewpoint_low_Week4"	0.514523162269792	5.05121072803447e-46
"657"	"Dewpoint_avg_Week2"	"Humidity_avg_Week1"	-0.616298900772177	4.13877682596387e-08
"658"	"Dewpoint_avg_Week2"	"Humidity_avg_Week2"	0.731647497962381	2.75772462901547e-38
"659"	"Dewpoint_avg_Week2"	"Humidity_avg_Week3"	-0.429217455549051	0.0242625012109665
"660"	"Dewpoint_avg_Week2"	"Humidity_avg_Week4"	0.236683380156157	3.33377650020935e-11
"662"	"Dewpoint_avg_Week2"	"Humidity_high_Week2"	0.393119066758591	1.04366880553977e-17
"664"	"Dewpoint_avg_Week2"	"Humidity_high_Week4"	0.0517267470970956	6.87707004336033e-06
"665"	"Dewpoint_avg_Week2"	"Humidity_low_Week1"	-0.553909757049427	1.30213371942048e-05
"666"	"Dewpoint_avg_Week2"	"Humidity_low_Week2"	0.653930615257477	3.31097167546777e-40
"667"	"Dewpoint_avg_Week2"	"Humidity_low_Week3"	-0.476217265205196	0.00340543272799957
"668"	"Dewpoint_avg_Week2"	"Humidity_low_Week4"	0.249230552298411	5.56774911714029e-13
"669"	"Dewpoint_avg_Week2"	"Hypocreales"	0.312112322072333	0.0173712364372875
"670"	"Dewpoint_avg_Week2"	"Iron"	-0.00295730276249547	0.0408264844352782
"671"	"Dewpoint_avg_Week2"	"Magnesium"	-0.0952898548699502	0.000624495576646537
"674"	"Dewpoint_avg_Week2"	"Organic_carbon"	-0.217121795913167	0.0277915587009216
"675"	"Dewpoint_avg_Week2"	"PCoA1_plant_communities"	-0.368276439739257	9.62030153010683e-08
"677"	"Dewpoint_avg_Week2"	"PCoA3_plant_communities"	-0.209242070395151	0.00570422532955811
"679"	"Dewpoint_avg_Week2"	"Phosphore"	0.104406113634938	0.000206193789171281
"682"	"Dewpoint_avg_Week2"	"Potassium"	0.0103833202453571	0.00894317938597929
"684"	"Dewpoint_avg_Week2"	"Precipitation.1"	0.693973795925932	1.62869048752352e-12
"685"	"Dewpoint_avg_Week2"	"Precipitation.2"	-0.578581044878002	0.0171374303802101
"690"	"Dewpoint_avg_Week2"	"Pressure_high_Week4"	0.173238175577001	0.00391846215308039
"696"	"Dewpoint_avg_Week2"	"Rhizobiales"	-0.265886111114784	0.00409643832111207
"699"	"Dewpoint_avg_Week2"	"Soil_organic_matter"	-0.217473256737714	0.0283960452373381
"702"	"Dewpoint_avg_Week2"	"Temp_avg_Week1"	0.199231530068142	5.46315246188736e-05
"703"	"Dewpoint_avg_Week2"	"Temp_avg_Week2"	0.604211319027917	1.11429332242912e-35
"705"	"Dewpoint_avg_Week2"	"Temp_avg_Week4"	0.326461298004704	1.63624714916191e-17
"706"	"Dewpoint_avg_Week2"	"Temp_high_Week1"	0.694809202739655	3.63170437896252e-19
"708"	"Dewpoint_avg_Week2"	"Temp_high_Week3"	0.271741855471055	0.000747664099827883
"709"	"Dewpoint_avg_Week2"	"Temp_high_Week4"	0.290577067120498	3.09144119450556e-10
"710"	"Dewpoint_avg_Week2"	"Temp_low_Week1"	0.670451987762758	9.25052804507712e-23
"711"	"Dewpoint_avg_Week2"	"Temp_low_Week2"	0.142369064988015	1.37001502502232e-06
"712"	"Dewpoint_avg_Week2"	"Temp_low_Week3"	0.106859164957663	0.0023402769581416
"713"	"Dewpoint_avg_Week2"	"Temp_low_Week4"	0.260707245069898	9.12459350165457e-17
"714"	"Dewpoint_avg_Week2"	"Total_nitrogen"	-0.20121406949495	0.013117164694319
"726"	"Dewpoint_avg_Week2"	"Windgust_Week3"	0.0663724834198269	0.0340930758032309
"729"	"Dewpoint_avg_Week3"	"Aluminium"	-0.175958381332587	0.045386497065414
"730"	"Dewpoint_avg_Week3"	"Burkholderiales"	-0.136457175633462	0.0333113304692559
