Correlation	core	Site	Category		correlated	not_correlated	proportion	Kingdom
Negative	Sphingomonadales	COLO-C	Soil_properties	Sphingomonadales_COLO-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	COMT-A	Soil_properties	Sphingomonadales_COMT-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	CRAN-A	Soil_properties	Sphingomonadales_CRAN-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	DAMI-A	Soil_properties	Sphingomonadales_DAMI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	DAMI-B	Soil_properties	Sphingomonadales_DAMI-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	DAMI-C	Soil_properties	Sphingomonadales_DAMI-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	DECA-A	Soil_properties	Sphingomonadales_DECA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	DIEU-A	Soil_properties	Sphingomonadales_DIEU-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	ESPE-B	Soil_properties	Sphingomonadales_ESPE-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	FAYA-A	Soil_properties	Sphingomonadales_FAYA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	FERR-A	Soil_properties	Sphingomonadales_FERR-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	GAIL-A	Soil_properties	Sphingomonadales_GAIL-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	GAIL-B	Soil_properties	Sphingomonadales_GAIL-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	GREZ-A	Soil_properties	Sphingomonadales_GREZ-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JACO-A	Soil_properties	Sphingomonadales_JACO-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	JACO-B	Soil_properties	Sphingomonadales_JACO-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	JACO-C	Soil_properties	Sphingomonadales_JACO-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JULI-A	Soil_properties	Sphingomonadales_JULI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JUZE-A	Soil_properties	Sphingomonadales_JUZE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JUZET-A	Soil_properties	Sphingomonadales_JUZET-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JUZET-B	Soil_properties	Sphingomonadales_JUZET-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	JUZET-C	Soil_properties	Sphingomonadales_JUZET-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LABA-A	Soil_properties	Sphingomonadales_LABA-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LABA-B	Soil_properties	Sphingomonadales_LABA-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LABA-C	Soil_properties	Sphingomonadales_LABA-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LABAS-A	Soil_properties	Sphingomonadales_LABAS-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LABAS-B	Soil_properties	Sphingomonadales_LABAS-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LABR-A	Soil_properties	Sphingomonadales_LABR-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LACR-A	Soil_properties	Sphingomonadales_LACR-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LACR-C	Soil_properties	Sphingomonadales_LACR-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LAGR-A	Soil_properties	Sphingomonadales_LAGR-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LAMA-A	Soil_properties	Sphingomonadales_LAMA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LAMA-B	Soil_properties	Sphingomonadales_LAMA-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LANT-B	Soil_properties	Sphingomonadales_LANT-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LANT-C	Soil_properties	Sphingomonadales_LANT-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LANT-D	Soil_properties	Sphingomonadales_LANT-D	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LAUZ-A	Soil_properties	Sphingomonadales_LAUZ-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LECT-A	Soil_properties	Sphingomonadales_LECT-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LECT-B	Soil_properties	Sphingomonadales_LECT-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LESP-A	Soil_properties	Sphingomonadales_LESP-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LOUB-A	Soil_properties	Sphingomonadales_LOUB-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	LOUB-B	Soil_properties	Sphingomonadales_LOUB-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LUNA-A	Soil_properties	Sphingomonadales_LUNA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LUZE-A	Soil_properties	Sphingomonadales_LUZE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LUZE-B	Soil_properties	Sphingomonadales_LUZE-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LUZE-D	Soil_properties	Sphingomonadales_LUZE-D	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	LUZE-E	Soil_properties	Sphingomonadales_LUZE-E	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MARS-A	Soil_properties	Sphingomonadales_MARS-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MARS-B	Soil_properties	Sphingomonadales_MARS-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	MASS-A	Soil_properties	Sphingomonadales_MASS-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MEDA-A	Soil_properties	Sphingomonadales_MEDA-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	MERE-A	Soil_properties	Sphingomonadales_MERE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MERE-B	Soil_properties	Sphingomonadales_MERE-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MERV-A	Soil_properties	Sphingomonadales_MERV-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONB-A	Soil_properties	Sphingomonadales_MONB-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONE-A	Soil_properties	Sphingomonadales_MONE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONF-A	Soil_properties	Sphingomonadales_MONF-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONT-A	Soil_properties	Sphingomonadales_MONT-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONT-B	Soil_properties	Sphingomonadales_MONT-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONTB-A	Soil_properties	Sphingomonadales_MONTB-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONTG-B	Soil_properties	Sphingomonadales_MONTG-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONTI-A	Soil_properties	Sphingomonadales_MONTI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONTI-B	Soil_properties	Sphingomonadales_MONTI-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	MONTM-A	Soil_properties	Sphingomonadales_MONTM-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MONTM-B	Soil_properties	Sphingomonadales_MONTM-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	MULE-A	Soil_properties	Sphingomonadales_MULE-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	NAUV-A	Soil_properties	Sphingomonadales_NAUV-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	NAUV-B	Soil_properties	Sphingomonadales_NAUV-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	NAUV-C	Soil_properties	Sphingomonadales_NAUV-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	NAYR-A	Soil_properties	Sphingomonadales_NAYR-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	NAZA-A	Soil_properties	Sphingomonadales_NAZA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	PAMP-A	Soil_properties	Sphingomonadales_PAMP-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	PAMP-B	Soil_properties	Sphingomonadales_PAMP-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	PASD-B	Soil_properties	Sphingomonadales_PASD-B	6	2225	0.269662921	Bacteria
Negative	Sphingomonadales	PREI-A	Soil_properties	Sphingomonadales_PREI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	PREI-A(2)	Soil_properties	Sphingomonadales_PREI-A(2)	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	PUYM-B	Soil_properties	Sphingomonadales_PUYM-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	RAYR-A	Soil_properties	Sphingomonadales_RAYR-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	RAYR-B	Soil_properties	Sphingomonadales_RAYR-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	REAL-A	Soil_properties	Sphingomonadales_REAL-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	ROQU-A	Soil_properties	Sphingomonadales_ROQU-A	6	2225	0.269662921	Bacteria
Negative	Sphingomonadales	ROQU-B	Soil_properties	Sphingomonadales_ROQU-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	SALE-A	Soil_properties	Sphingomonadales_SALE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SALV-A	Soil_properties	Sphingomonadales_SALV-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SAMA-A	Soil_properties	Sphingomonadales_SAMA-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	SAUB-A	Soil_properties	Sphingomonadales_SAUB-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SAUB-B	Soil_properties	Sphingomonadales_SAUB-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	SAUB-C	Soil_properties	Sphingomonadales_SAUB-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	SAUR-A	Soil_properties	Sphingomonadales_SAUR-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SEIS-A	Soil_properties	Sphingomonadales_SEIS-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SIMO-A	Soil_properties	Sphingomonadales_SIMO-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	SORE-A	Soil_properties	Sphingomonadales_SORE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	THOM-A	Soil_properties	Sphingomonadales_THOM-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VALE-A	Soil_properties	Sphingomonadales_VALE-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	VICT-C	Soil_properties	Sphingomonadales_VICT-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VICT-D	Soil_properties	Sphingomonadales_VICT-D	6	2225	0.269662921	Bacteria
Negative	Sphingomonadales	VIEL-A	Soil_properties	Sphingomonadales_VIEL-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	VILLE-A	Soil_properties	Sphingomonadales_VILLE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VILLE-B	Soil_properties	Sphingomonadales_VILLE-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VILLE-C	Soil_properties	Sphingomonadales_VILLE-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VILLE-D	Soil_properties	Sphingomonadales_VILLE-D	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	VILLEM-A	Soil_properties	Sphingomonadales_VILLEM-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	AMBR-A	Plant_diversity	Sphingomonadales_AMBR-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	ANGE-A	Plant_diversity	Sphingomonadales_ANGE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	ANGE-B	Plant_diversity	Sphingomonadales_ANGE-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	AURE-B	Plant_diversity	Sphingomonadales_AURE-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	AUZE-A	Plant_diversity	Sphingomonadales_AUZE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	AXLE-A	Plant_diversity	Sphingomonadales_AXLE-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BACC-A	Plant_diversity	Sphingomonadales_BACC-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BAGNB-B	Plant_diversity	Sphingomonadales_BAGNB-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BANI-A	Plant_diversity	Sphingomonadales_BANI-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BANI-B	Plant_diversity	Sphingomonadales_BANI-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BANI-C	Plant_diversity	Sphingomonadales_BANI-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BARA-B	Plant_diversity	Sphingomonadales_BARA-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BARA-C	Plant_diversity	Sphingomonadales_BARA-C	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BARC-A	Plant_diversity	Sphingomonadales_BARC-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BARR-A	Plant_diversity	Sphingomonadales_BARR-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BELC-A	Plant_diversity	Sphingomonadales_BELC-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BELC-C	Plant_diversity	Sphingomonadales_BELC-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BERNA-A	Plant_diversity	Sphingomonadales_BERNA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BESS-A	Plant_diversity	Sphingomonadales_BESS-A	24	8900	0.269662921	Bacteria
Positive	Sphingomonadales	BOULO-A	Plant_diversity	Sphingomonadales_BOULO-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BROU-A	Plant_diversity	Sphingomonadales_BROU-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BROU-B	Plant_diversity	Sphingomonadales_BROU-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BROU-C	Plant_diversity	Sphingomonadales_BROU-C	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	BULA-A	Plant_diversity	Sphingomonadales_BULA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	BULE-A	Plant_diversity	Sphingomonadales_BULE-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	CAMA-C	Plant_diversity	Sphingomonadales_CAMA-C	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	CAMA-D	Plant_diversity	Sphingomonadales_CAMA-D	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CAMA-E	Plant_diversity	Sphingomonadales_CAMA-E	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CAPE-A	Plant_diversity	Sphingomonadales_CAPE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CARL-A	Plant_diversity	Sphingomonadales_CARL-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CASS-A	Plant_diversity	Sphingomonadales_CASS-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	CAST-A	Plant_diversity	Sphingomonadales_CAST-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CASTI-A	Plant_diversity	Sphingomonadales_CASTI-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CAZA-A	Plant_diversity	Sphingomonadales_CAZA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CEPE-A	Plant_diversity	Sphingomonadales_CEPE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CERN-A	Plant_diversity	Sphingomonadales_CERN-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CHEI-A	Plant_diversity	Sphingomonadales_CHEI-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CIER-A	Plant_diversity	Sphingomonadales_CIER-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CIER-B	Plant_diversity	Sphingomonadales_CIER-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CIER-C	Plant_diversity	Sphingomonadales_CIER-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CINT-A	Plant_diversity	Sphingomonadales_CINT-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	CINT-B	Plant_diversity	Sphingomonadales_CINT-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CLAR-A	Plant_diversity	Sphingomonadales_CLAR-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CLAR-B	Plant_diversity	Sphingomonadales_CLAR-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	CLAR-C	Plant_diversity	Sphingomonadales_CLAR-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	COLO-A	Plant_diversity	Sphingomonadales_COLO-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	COLO-B	Plant_diversity	Sphingomonadales_COLO-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	COLO-C	Plant_diversity	Sphingomonadales_COLO-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	COMT-A	Plant_diversity	Sphingomonadales_COMT-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	CRAN-A	Plant_diversity	Sphingomonadales_CRAN-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	DAMI-A	Plant_diversity	Sphingomonadales_DAMI-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	DAMI-B	Plant_diversity	Sphingomonadales_DAMI-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	DAMI-C	Plant_diversity	Sphingomonadales_DAMI-C	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	DECA-A	Plant_diversity	Sphingomonadales_DECA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	DIEU-A	Plant_diversity	Sphingomonadales_DIEU-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	ESPE-B	Plant_diversity	Sphingomonadales_ESPE-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	FAYA-A	Plant_diversity	Sphingomonadales_FAYA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	FERR-A	Plant_diversity	Sphingomonadales_FERR-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	GAIL-A	Plant_diversity	Sphingomonadales_GAIL-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	GAIL-B	Plant_diversity	Sphingomonadales_GAIL-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	GREZ-A	Plant_diversity	Sphingomonadales_GREZ-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JACO-A	Plant_diversity	Sphingomonadales_JACO-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	JACO-B	Plant_diversity	Sphingomonadales_JACO-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	JACO-C	Plant_diversity	Sphingomonadales_JACO-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JULI-A	Plant_diversity	Sphingomonadales_JULI-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JUZE-A	Plant_diversity	Sphingomonadales_JUZE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JUZET-A	Plant_diversity	Sphingomonadales_JUZET-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JUZET-B	Plant_diversity	Sphingomonadales_JUZET-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	JUZET-C	Plant_diversity	Sphingomonadales_JUZET-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LABA-A	Plant_diversity	Sphingomonadales_LABA-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LABA-B	Plant_diversity	Sphingomonadales_LABA-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LABA-C	Plant_diversity	Sphingomonadales_LABA-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LABAS-A	Plant_diversity	Sphingomonadales_LABAS-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LABAS-B	Plant_diversity	Sphingomonadales_LABAS-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LABR-A	Plant_diversity	Sphingomonadales_LABR-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LACR-A	Plant_diversity	Sphingomonadales_LACR-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LACR-C	Plant_diversity	Sphingomonadales_LACR-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LAGR-A	Plant_diversity	Sphingomonadales_LAGR-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LAMA-A	Plant_diversity	Sphingomonadales_LAMA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LAMA-B	Plant_diversity	Sphingomonadales_LAMA-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LANT-B	Plant_diversity	Sphingomonadales_LANT-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LANT-C	Plant_diversity	Sphingomonadales_LANT-C	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LANT-D	Plant_diversity	Sphingomonadales_LANT-D	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LAUZ-A	Plant_diversity	Sphingomonadales_LAUZ-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LECT-A	Plant_diversity	Sphingomonadales_LECT-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LECT-B	Plant_diversity	Sphingomonadales_LECT-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LESP-A	Plant_diversity	Sphingomonadales_LESP-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LOUB-A	Plant_diversity	Sphingomonadales_LOUB-A	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	LOUB-B	Plant_diversity	Sphingomonadales_LOUB-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LUNA-A	Plant_diversity	Sphingomonadales_LUNA-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LUZE-A	Plant_diversity	Sphingomonadales_LUZE-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LUZE-B	Plant_diversity	Sphingomonadales_LUZE-B	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LUZE-D	Plant_diversity	Sphingomonadales_LUZE-D	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	LUZE-E	Plant_diversity	Sphingomonadales_LUZE-E	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	MARS-A	Plant_diversity	Sphingomonadales_MARS-A	18	6675	0.269662921	Bacteria
Positive	Sphingomonadales	MARS-B	Plant_diversity	Sphingomonadales_MARS-B	12	4450	0.269662921	Bacteria
Positive	Sphingomonadales	MASS-A	Plant_diversity	Sphingomonadales_MASS-A	18	6675	0.269662921	Bacteria
